SID,DATE,DESCRIPTION,DETAILS
SC01829477,02/27/2023,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF GOOD TIME: 3 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC01829477,08/25/2022,POSSESSION OF CONTRABAND,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 30 DAYS"
SC01829477,08/25/2022,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF GOOD TIME: 3 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC01829477,07/21/2022,POSSESSION OF A NEGOTIABLE INSTRUMENT,"LOSS OF GOOD TIME: 3 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 45 DAYS,LOSS OF VISITATION PRIVILEGES FOR 45 DAYS"
SC01829477,01/04/2021,"THREATENING TO INFLICT HARM,ON INMATE",LOSS OF CANTEEN PRIVILEGES FOR 10 DAYS
SC01829477,10/05/2020,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 240 DAYS,DISC. DETENTION FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 240 DAYS,LOSS OF VISITATION PRIVILEGES FOR 240 DAYS"
SC01829477,07/02/2020,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 240 DAYS,DISC. DETENTION FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 240 DAYS,LOSS OF VISITATION PRIVILEGES FOR 240 DAYS"
SC01829477,05/12/2020,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 150 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 150 DAYS,LOSS OF VISITATION PRIVILEGES FOR 150 DAYS"
SC01829477,05/12/2020,POSSESSION OF CONTRABAND,LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS
SC01829477,11/26/2019,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC01829477,12/20/2018,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS"
SC01829477,08/18/2016,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 128 DAYS,DISC. DETENTION FOR 38 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 128 DAYS"
SC02241299,NO DISCIPLINARIES DURING CURRENT INCARCERATION
SC02077885,04/26/2022,POSSESSION OF CONTRABAND,"LOSS OF CANTEEN PRIVILEGES FOR 45 DAYS,DISC. DETENTION FOR 15 DAYS,LOSS OF VISITATION PRIVILEGES FOR 45 DAYS"
SC02077885,04/26/2022,POSSESSION OF SECURITY EQUIP/PROPERTY,"LOSS OF CANTEEN PRIVILEGES FOR 150 DAYS,DISC. DETENTION FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 150 DAYS,LOSS OF VISITATION PRIVILEGES FOR 150 DAYS"
SC02077885,04/26/2022,POSSESSION OF A NEGOTIABLE INSTRUMENT,"LOSS OF CANTEEN PRIVILEGES FOR 150 DAYS,DISC. DETENTION FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 150 DAYS,LOSS OF VISITATION PRIVILEGES FOR 150 DAYS"
SC02077885,04/26/2022,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 150 DAYS,DISC. DETENTION FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 150 DAYS,LOSS OF VISITATION PRIVILEGES FOR 150 DAYS"
SC02077885,04/26/2022,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF GOOD TIME: 12 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 150 DAYS,LOSS OF GOOD TIME: 12 DAYS,DISC. DETENTION FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 150 DAYS,LOSS OF VISITATION PRIVILEGES FOR 150 DAYS"
SC02077885,11/21/2020,"DAMAGE,DESTROY,PROP.VALUE AT $100./MORE","LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC02077885,08/07/2020,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF GOOD TIME: 9 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 180 DAYS,DISC. DETENTION FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 180 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 180 DAYS"
SC02077885,05/20/2020,THROWING/EXPOSURE OF ANY SUBSTANCE,"LOSS OF CANTEEN PRIVILEGES FOR 135 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 135 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 135 DAYS"
SC02077885,05/19/2020,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 180 DAYS,DISC. DETENTION FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 180 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 180 DAYS"
SC02077885,05/19/2020,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC02077885,05/19/2020,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 135 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 135 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 135 DAYS"
SC02077885,05/19/2020,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 150 DAYS,DISC. DETENTION FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 150 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 150 DAYS"
SC02077885,05/19/2020,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC02077885,03/27/2020,INCITING/CREATING A DISTURBANCE,"LOSS OF GOOD TIME: 6 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 60 DAYS,LOSS OF VISITATION PRIVILEGES FOR 60 DAYS"
SC02077885,04/17/2019,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 210 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 210 DAYS,LOSS OF VISITATION PRIVILEGES FOR 210 DAYS"
SC02077885,01/23/2019,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 180 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 180 DAYS,LOSS OF VISITATION PRIVILEGES FOR 180 DAYS"
SC02077885,01/01/2019,"DAMAGE,DESTROY,PROP.VALUE AT $100./MORE","LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC02077885,12/29/2018,"DAMAGE,DESTROY,PROP.VALUE AT $100./MORE","LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC02077885,11/06/2018,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 180 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 180 DAYS,LOSS OF VISITATION PRIVILEGES FOR 180 DAYS"
SC02077885,10/22/2018,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF GOOD TIME: 72 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 210 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 210 DAYS,LOSS OF VISITATION PRIVILEGES FOR 210 DAYS"
SC02077885,09/20/2018,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 210 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 210 DAYS,LOSS OF VISITATION PRIVILEGES FOR 210 DAYS"
SC02077885,09/20/2018,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 150 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 150 DAYS,LOSS OF VISITATION PRIVILEGES FOR 150 DAYS"
SC02077885,07/16/2018,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 210 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 210 DAYS,LOSS OF VISITATION PRIVILEGES FOR 210 DAYS"
SC02077885,03/04/2018,POSSESSION OF CONTRABAND,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF VISITATION PRIVILEGES FOR 30 DAYS"
SC02077885,03/04/2018,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 210 DAYS,DISC. DETENTION FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 210 DAYS,LOSS OF VISITATION PRIVILEGES FOR 210 DAYS"
SC02077885,03/04/2018,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF GOOD TIME: 54 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 210 DAYS,DISC. DETENTION FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 210 DAYS,LOSS OF VISITATION PRIVILEGES FOR 210 DAYS"
SC02077885,01/09/2018,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF GOOD TIME: 36 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 180 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 180 DAYS,LOSS OF VISITATION PRIVILEGES FOR 180 DAYS"
SC02077885,01/09/2018,POSSESSION OF CONTRABAND,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF VISITATION PRIVILEGES FOR 30 DAYS"
SC02077885,01/09/2018,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 150 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 150 DAYS,LOSS OF VISITATION PRIVILEGES FOR 150 DAYS"
SC02077885,01/09/2018,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 150 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 150 DAYS,LOSS OF VISITATION PRIVILEGES FOR 150 DAYS"
SC02077885,05/27/2017,"A & B OF AN EMP, ETC W/INT KILL/INJURE","LOSS OF GOOD TIME: 42 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 195 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 195 DAYS,LOSS OF VISITATION PRIVILEGES FOR 195 DAYS"
SC02077885,04/04/2017,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC02077885,02/15/2017,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF GOOD TIME: 30 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 150 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 150 DAYS,LOSS OF VISITATION PRIVILEGES FOR 150 DAYS"
SC01867817,04/26/2023,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF GOOD TIME: 30 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF TABLET ENTERTAINMENT PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC02359588,NO DISCIPLINARIES DURING CURRENT INCARCERATION
SC00674308,NO DISCIPLINARIES DURING CURRENT INCARCERATION
SC00320107,03/28/2023,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC00320107,01/17/2019,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC00320107,11/02/2018,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC00320107,06/10/2016,POSSESSION OF CONTRABAND,"LOSS OF CANTEEN PRIVILEGES FOR 20 DAYS,LOSS OF VISITATION PRIVILEGES FOR 20 DAYS"
SC00320107,06/10/2016,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 44 DAYS,DISC. DETENTION FOR 40 DAYS,LOSS OF PROPERTY PRIVILEGES FOR 180 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 180 DAYS,LOSS OF VISITATION PRIVILEGES FOR 180 DAYS"
SC00320107,07/23/2015,I/M UNDER INFLUENCE/POSS ALCOHOL OR BUCK,"LOSS OF CANTEEN PRIVILEGES FOR 20 DAYS,LOSS OF VISITATION PRIVILEGES FOR 20 DAYS"
SC00320107,01/18/2015,POSSESSION OF A WEAPON,DISC. DETENTION FOR 8 DAYS
SC00320107,04/01/2013,I/M UNDER INFLUENCE/POSS ALCOHOL OR BUCK,
SC00320107,01/31/2013,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","DISC. DETENTION FOR 360 DAYS,LOSS OF PROPERTY PRIVILEGES FOR 499 DAYS"
SC00320107,10/04/2011,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","DISC. DETENTION FOR 360 DAYS,LOSS OF PROPERTY PRIVILEGES FOR 720 DAYS"
SC00320107,03/23/2011,SMUGGLING/CONSPIRACY SMUGGLE CONTRABAND,"LOSS OF CANTEEN PRIVILEGES FOR 180 DAYS,DISC. DETENTION FOR 144 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 180 DAYS,LOSS OF VISITATION PRIVILEGES FOR 180 DAYS"
SC00320107,01/27/2011,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 360 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 360 DAYS"
SC00320107,07/19/2010,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 720 DAYS,DISC. DETENTION FOR 360 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 720 DAYS,LOSS OF VISITATION PRIVILEGES FOR 720 DAYS"
SC00320107,06/17/2010,"SOLICIT EMPLOYEE,I/M,VIOLATE SCDC RULE","LOSS OF CANTEEN PRIVILEGES FOR 210 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 210 DAYS,LOSS OF VISITATION PRIVILEGES FOR 210 DAYS"
SC00320107,06/17/2010,SMUGGLING/CONSPIRACY SMUGGLE CONTRABAND,"LOSS OF CANTEEN PRIVILEGES FOR 230 DAYS,DISC. DETENTION FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 230 DAYS,LOSS OF VISITATION PRIVILEGES FOR 230 DAYS"
SC01479543,04/02/2021,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 110 DAYS,DISC. DETENTION FOR 20 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 110 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 110 DAYS"
SC01479543,03/16/2019,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 94 DAYS,DISC. DETENTION FOR 4 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 94 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 94 DAYS"
SC01479543,03/16/2019,SMUGGLING/CONSPIRACY SMUGGLE CONTRABAND,"LOSS OF CANTEEN PRIVILEGES FOR 49 DAYS,DISC. DETENTION FOR 4 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 49 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 49 DAYS"
SC01479543,03/11/2019,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC01479543,07/21/2017,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 185 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 185 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 185 DAYS"
SC01479543,12/21/2016,STG AFFILIATION,"LOSS OF CANTEEN PRIVILEGES FOR 55 DAYS,DISC. DETENTION FOR 10 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 55 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 55 DAYS"
SC01479543,12/21/2016,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 160 DAYS,DISC. DETENTION FOR 40 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 160 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 160 DAYS"
SC01479543,07/20/2016,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 110 DAYS,DISC. DETENTION FOR 20 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 110 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 110 DAYS"
SC01479543,04/20/2016,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 135 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 135 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 135 DAYS"
SC01479543,02/16/2016,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF CANTEEN PRIVILEGES FOR 55 DAYS,DISC. DETENTION FOR 10 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 55 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 55 DAYS"
SC01479543,01/25/2016,POSSESSION OF CONTRABAND,LOSS OF CANTEEN PRIVILEGES FOR 10 DAYS
SC01479543,01/25/2016,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 110 DAYS,DISC. DETENTION FOR 20 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 110 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 110 DAYS"
SC00205255,NO DISCIPLINARIES DURING CURRENT INCARCERATION
SC02086350,10/22/2022,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF GOOD TIME: 60 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 135 DAYS,LOSS OF GOOD TIME: 60 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 135 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 135 DAYS"
SC02086350,10/12/2022,INCITING/CREATING A DISTURBANCE,"LOSS OF CANTEEN PRIVILEGES FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 60 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 60 DAYS"
SC02086350,09/29/2022,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF GOOD TIME: 30 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC02086350,06/22/2022,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 102 DAYS,DISC. DETENTION FOR 12 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 102 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 102 DAYS"
SC02086350,06/22/2022,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF GOOD TIME: 60 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 132 DAYS,DISC. DETENTION FOR 42 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 132 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 132 DAYS"
SC02086350,06/22/2022,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF GOOD TIME: 30 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 60 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 60 DAYS"
SC02086350,06/20/2022,"DAMAGE,DESTROY,PROP.VALUE AT $100./MORE","LOSS OF GOOD TIME: 60 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 72 DAYS,DISC. DETENTION FOR 12 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 72 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 72 DAYS"
SC02086350,06/20/2022,POSSESSION OF A WEAPON,"LOSS OF GOOD TIME: 30 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 102 DAYS,LOSS OF GOOD TIME: 30 DAYS,DISC. DETENTION FOR 12 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 102 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 102 DAYS"
SC02086350,05/29/2022,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF GOOD TIME: 30 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 135 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 135 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 135 DAYS"
SC02086350,12/10/2020,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF GOOD TIME: 60 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 135 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 135 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 135 DAYS"
SC02086350,04/01/2020,STRIKING AN EMPLOYEE WITH/WITHOUT WEAPON,"LOSS OF GOOD TIME: 60 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 135 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 135 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 135 DAYS"
SC02086350,02/19/2020,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 158 DAYS,DISC. DETENTION FOR 8 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 158 DAYS,LOSS OF VISITATION PRIVILEGES FOR 158 DAYS"
SC02086350,08/05/2019,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF GOOD TIME: 80 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 150 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 150 DAYS,LOSS OF VISITATION PRIVILEGES FOR 150 DAYS"
SC01011158,02/09/2023,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,DISC. DETENTION FOR 20 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC01011158,01/03/2017,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 185 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 185 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 185 DAYS"
